baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000133962	347.87562992877	-0.52411587258233	0.496375393899568	-1.05588608747269	0.291020261055055	0.999608086202048
ENSG00000204420	697.851025120204	-0.267530944990367	0.384413579016736	-0.695945615851203	0.48646288867954	0.999608086202048
ENSG00000197619	7117.89736373887	-0.10632540413332	0.128705200256338	-0.82611583620207	0.408738385170072	0.999608086202048
ENSG00000203837	2.51612340004086	-4.55638181597574	2.96686776833616	-1.53575493475093	0.124598496185117	0.999608086202048
ENSG00000105398	4928963.5444002	0.260975535037562	0.181416729075068	1.43854172858322	0.150280406457742	0.999608086202048
ENSG00000255713	0	NA	NA	NA	NA	NA
ENSG00000078699	7366.800188118	0.0105303843171887	0.13240789197425	0.0795298842098976	0.936611162724537	0.999608086202048
ENSG00000278599	33.3977633990639	-1.02832698734906	2.84696815556181	-0.361200733959786	0.717949393500606	0.999608086202048
ENSG00000174944	1690.52943457243	0.515014220719303	0.309458090750933	1.66424545394682	0.0960633879463791	0.999608086202048
ENSG00000168350	1532.97078439702	-0.324617547477093	0.234410226221388	-1.3848267317933	0.166105454908272	0.999608086202048
ENSG00000101162	891.382834652351	0.261192763234074	0.373866504170625	0.698625740258536	0.484785953131413	0.999608086202048
ENSG00000142444	42860.9544044068	-0.103383984819208	0.0773312334642549	-1.33689817409928	0.181255876927696	0.999608086202048
ENSG00000100266	118602.802213611	0.174740013180172	0.106315827676928	1.64359359277314	0.100260178320934	0.999608086202048
ENSG00000174886	117256.640772368	-0.144496349272303	0.161943000525936	-0.892266716085465	0.372249989898663	0.999608086202048
ENSG00000114395	83166.4080151678	-0.077882247029608	0.102622518263145	-0.758919663517725	0.447900615453828	0.999608086202048
ENSG00000130751	1932.95927353305	-0.896418121868068	0.467729314764289	-1.91653183491357	0.055297435073558	0.979351050746754
ENSG00000179364	13435.6988352798	-0.0211984885998376	0.113093635188856	-0.187441924246559	0.851314154269591	0.999608086202048
ENSG00000167797	271255.671982699	-0.0209128855958827	0.136676966352486	-0.153009582770142	0.87839071832186	0.999608086202048
ENSG00000198888	90892336.6888684	0.14534330762745	0.189232729751469	0.768066432367899	0.442447718262902	0.999608086202048
ENSG00000102245	5156.47638461209	0.582390429639032	0.410891595080295	1.41738219182902	0.156371216380835	0.999608086202048
ENSG00000176256	0	0	0	0	1	NA
ENSG00000187616	339.611935596985	-0.0299771684170821	1.05214591675669	-0.0284914553577215	0.977270182901061	0.999608086202048
ENSG00000237521	0	0	0	0	1	NA
ENSG00000135870	20519.1062400671	-0.0222320738250228	0.101678880209563	-0.218649868873476	0.826922802832452	0.999608086202048
ENSG00000139656	344.033069278321	0.115097138515975	1.05743886946439	0.108845193646299	0.913325277389641	0.999608086202048
ENSG00000198814	85957.2681242158	0.308862782973563	0.21153688953529	1.46008946076536	0.144265488759869	0.999608086202048
ENSG00000156222	228993.040694664	0.0971887214335539	0.250647299235251	0.387750922232499	0.69820036774987	0.999608086202048
ENSG00000278870	0	NA	NA	NA	NA	NA
ENSG00000262919	51948.9287828145	-0.0257769644984836	0.0979197068425542	-0.263245932097516	0.792361030171304	0.999608086202048
ENSG00000176136	10.6208497053303	22.7082226629884	2.95347260547838	7.6886518672518	1.48693447884091e-14	3.98121158446674e-12
ENSG00000084070	225849.181657212	0.109986847300675	0.100754548229018	1.09163158620564	0.274995066871306	0.999608086202048
ENSG00000130748	60862.6302494949	0.00483672876816411	0.236166939709967	0.020480126363597	0.983660365616504	0.999608086202048
ENSG00000105696	338.426788714641	0.0992558020537483	0.522916589313807	0.18981192045178	0.849456514543017	0.999608086202048
ENSG00000172159	2109.82104594576	-0.0375021094612123	0.184990147828163	-0.202724901306895	0.839350058861994	0.999608086202048
ENSG00000103707	25667.5436265449	-0.00891451028533604	0.0598245766541664	-0.149010837750996	0.881545081155662	0.999608086202048
ENSG00000124588	61076.6110869272	0.177965471898677	0.193081254160301	0.921712844018122	0.356678379184509	0.999608086202048
ENSG00000130005	2500349.31321844	-0.156783280581092	0.184117016343132	-0.851541501676855	0.394468619475109	0.999608086202048
ENSG00000147133	13085.7479543443	0.123121760761823	0.110350955133381	1.11572899947269	0.264538153449982	0.999608086202048
ENSG00000168065	1766.03750237588	0.691909355720877	0.453242556203464	1.52657632486362	0.126866397875671	0.999608086202048
ENSG00000085982	31787.0999460382	0.100902987011266	0.0870033670080001	1.15975956427051	0.246146711424766	0.999608086202048
ENSG00000156096	3399871.63969481	0.178383189417205	0.154039406828683	1.15803607070233	0.246849316714246	0.999608086202048
ENSG00000181458	121383.96457758	-0.145198406576078	0.147649187772419	-0.983401322870006	0.325409959480038	0.999608086202048
ENSG00000093000	45541.6188682156	0.0272493962800416	0.125560034943321	0.217022847216809	0.828190539731717	0.999608086202048
ENSG00000163793	60.0655504616482	-0.397586771786856	1.33972840121858	-0.296766696462673	0.766644632991538	0.999608086202048
ENSG00000186212	64426.2507957577	-0.0586291828012101	0.172727805419033	-0.339431064147299	0.734285020329372	0.999608086202048
ENSG00000271079	201.83235942397	0.733696429077959	1.14170633834194	0.642631475746627	0.520463254227294	0.999608086202048
ENSG00000102103	182210.267329671	-0.127840113210797	0.0928446463342533	-1.37692498445797	0.168535441781605	0.999608086202048
ENSG00000136628	91741.4336274708	0.0154237169353139	0.0789024270837092	0.195478358592829	0.845018478212179	0.999608086202048
ENSG00000187554	5139.31028056167	0.0275484923851513	0.159711602960173	0.172488985612529	0.863053119793873	0.999608086202048
ENSG00000154143	0	0	0	0	1	NA
ENSG00000182545	222.725454837966	1.24635906305278	1.30646320917261	0.953994765640668	0.340086291951145	0.999608086202048
ENSG00000186288	0	NA	NA	NA	NA	NA
ENSG00000143753	101996.199207984	0.0118421564087823	0.0919566299153405	0.128779799995766	0.897531889687414	0.999608086202048
ENSG00000108688	331.16095384137	-2.69760459144836	1.6924463496466	-1.59390848165535	0.110956534457352	0.999608086202048
ENSG00000269403	2414.09925133575	-0.173009164981447	0.244713570183637	-0.706986395775349	0.479574932037192	0.999608086202048
ENSG00000141431	880.509834639948	-0.108523357142664	0.263925826386672	-0.411188850399465	0.680934063206214	0.999608086202048
ENSG00000154240	3199.11714503461	0.0538953618727147	0.165475677530676	0.325699599342771	0.744651647395022	0.999608086202048
ENSG00000136942	1626507.2963242	-0.235698391980279	0.154370402506548	-1.52683667434424	0.126801629518566	0.999608086202048
ENSG00000179051	58448.221426862	-0.00589882894454056	0.129764981621118	-0.0454577873849179	0.963742420880443	0.999608086202048
ENSG00000229924	1.55643521218697	4.34752232842666	2.95796255551954	1.46976922351982	0.141624267192957	0.999608086202048
ENSG00000180011	49093.9519799079	0.232721118240624	0.103476378176629	2.24902651543699	0.0245108091492143	0.914661434099236
ENSG00000205213	157249.114832756	0.00825392636727718	0.133977190182632	0.0616069523179713	0.950875840312736	0.999608086202048
ENSG00000011347	225221.851025809	0.476292804872216	0.303810372071502	1.56773056043037	0.11694402642688	0.999608086202048
ENSG00000198643	852.076045712137	-0.863499768186727	0.609121948488077	-1.41761394467898	0.156303506659442	0.999608086202048
ENSG00000183155	31021.7979854925	0.0801787587254976	0.0658884077767341	1.21688717986914	0.223647144000192	0.999608086202048
ENSG00000111728	252.085293867665	0.472014967730898	0.438740143866829	1.07584175810949	0.28199803315357	0.999608086202048
ENSG00000172331	31245.8606416708	0.0618841250024173	0.0747451091471012	0.827935442312714	0.407707061643411	0.999608086202048
ENSG00000112339	33991.1636470248	0.0811131142950712	0.0787709444502025	1.02973393122574	0.303134922698178	0.999608086202048
ENSG00000183067	229.785926668713	0.329077933588381	0.675407418820741	0.487228781352373	0.626096211209412	0.999608086202048
ENSG00000182747	0	0	0	0	1	NA
ENSG00000077782	12736.8190564759	-0.578077230489777	0.175811656216353	-3.28804837478123	0.00100884503124105	0.169137112293768
ENSG00000071994	35174.5280894519	-0.0341049349355079	0.0559636685462651	-0.609412067175571	0.54225134135524	0.999608086202048
ENSG00000122299	31925.2209721675	0.00805036078305969	0.0776185011082989	0.103717034832034	0.917393907723544	0.999608086202048
ENSG00000107249	7476.92352112254	-0.225338521617812	0.193864756396556	-1.16234908193873	0.245093697134692	0.999608086202048
ENSG00000148400	22933.2107142842	0.0596746261943177	0.145373511915523	0.410491742326448	0.681445259784348	0.999608086202048
ENSG00000101473	41221.0823286667	-0.112466657014494	0.120783503864129	-0.931142527054104	0.351779842729979	0.999608086202048
ENSG00000213417	0	NA	NA	NA	NA	NA
ENSG00000176909	1304.71629316388	-0.364437532276744	0.177242854462854	-2.05614795237414	0.0397682573347092	0.965770927152375
ENSG00000089163	14007.237092317	-0.155464114475841	0.202941785328694	-0.766052758548686	0.44364491071315	0.999608086202048
ENSG00000153094	38788.4005178843	0.072745989333316	0.181865311686908	0.399999255814943	0.689157064901704	0.999608086202048
ENSG00000124226	126009.633652316	-0.0143438191422034	0.0641290538637354	-0.223671148691541	0.823013197198948	0.999608086202048
ENSG00000075290	80.4717722892777	0.876717198173194	1.65161319665757	0.5308247717731	0.59554021231865	0.999608086202048
ENSG00000110066	34988.240146244	-0.0359302234284194	0.0923135248054937	-0.389219494154568	0.697113783957	0.999608086202048
ENSG00000100325	109926.144578142	-0.0458996144575807	0.0756091679759508	-0.607064138996744	0.543808347782587	0.999608086202048
ENSG00000106080	9231.17928524396	0.0588542100866245	0.103731774820405	0.56736916136373	0.57046339728788	0.999608086202048
ENSG00000117481	17112.9740571621	-0.0384427070999554	0.0772335874544793	-0.497745972535759	0.618663100633003	0.999608086202048
ENSG00000176444	35120.3768973933	0.0689479672723847	0.0889787929284716	0.774880901427946	0.438410038506498	0.999608086202048
ENSG00000165816	542.41257423889	0.076472163849986	0.347811674752415	0.21986658125959	0.825975063746259	0.999608086202048
ENSG00000090863	57023.3572572546	-0.0222939588226348	0.0738295192674393	-0.301965379753827	0.762678454676248	0.999608086202048
ENSG00000214510	119.04373977433	-0.280266212339372	1.84371289803666	-0.152011852082731	0.879177587680128	0.999608086202048
ENSG00000105497	4349.80568953839	0.122992450286352	0.133934084908758	0.918305824616194	0.358458778758435	0.999608086202048
ENSG00000181322	261.399393796964	0.373947254829756	0.514100893753023	0.727381063471565	0.466992551580874	0.999608086202048
ENSG00000112303	17873.9243479836	0.0481163657883909	0.273826269493037	0.175718589299244	0.860515030392946	0.999608086202048
ENSG00000139597	89294.5745468234	-0.0715258694084994	0.131449260747642	-0.544132914872876	0.58635001178282	0.999608086202048
ENSG00000140450	95889.1049507252	-0.0910735237101381	0.26351709769414	-0.345607645602737	0.729637599311668	0.999608086202048
ENSG00000125755	57916.6035667569	0.00661459412959791	0.0939514263397637	0.0704044035018377	0.94387178646043	0.999608086202048
ENSG00000007129	6633.88980123036	0.077132981931214	0.250528777138025	0.307880726567067	0.758173091881834	0.999608086202048
ENSG00000161513	66396.8331479485	0.153172800744173	0.169095293610571	0.905837161245495	0.365022048536123	0.999608086202048
ENSG00000198870	1469.59361344121	0.175836413512011	0.162091070964501	1.08480012171997	0.278010191613918	0.999608086202048
ENSG00000239605	42.4037553561045	0.841468289002378	1.45161505852693	0.579677293962686	0.562132258167601	0.999608086202048
ENSG00000166578	785.027786630814	-0.248076499861718	0.252221527979016	-0.983565922581979	0.325328987338198	0.999608086202048
ENSG00000151702	12262.7261932357	0.0618864379757594	0.180929144567277	0.342047922261344	0.732314828134007	0.999608086202048
ENSG00000251664	453.353320268999	0.0901033662377036	0.717954515725945	0.125500103786655	0.900127642878799	0.999608086202048
ENSG00000196772	0	NA	NA	NA	NA	NA
ENSG00000172667	26181.3596309613	0.522881796116067	0.177839415212868	2.94019070794961	0.00328010292478144	0.394911183675532
ENSG00000154678	110.844597989279	-0.276030525199607	0.478154312660433	-0.577283353701827	0.563748056889523	0.999608086202048
ENSG00000221882	33.7509676104385	-1.33918272893183	2.83166216478079	-0.472931674402444	0.636261926233453	0.999608086202048
ENSG00000181273	91.4844111923168	-0.943065108537482	2.03220239777949	-0.464060621898652	0.642604313358737	0.999608086202048
ENSG00000007216	6747.93808020471	-0.569373895355982	0.296227587568314	-1.92208261232481	0.0545953635709297	0.979351050746754
ENSG00000099399	2.31104883997607	4.91759282366623	2.95624613125272	1.66345852318541	0.0962206867555694	0.999608086202048
ENSG00000178395	27.5304413199969	0.6259322058488	2.43907090301357	0.256627310454745	0.797466490190707	0.999608086202048
ENSG00000126752	9.92421171643763	-22.4118166234736	2.96446295354653	-7.56016080304233	4.02571366850788e-14	1.04662721013569e-11
ENSG00000176182	20422.6956115583	-0.0276918594817142	0.15183185294917	-0.182385045982314	0.855280560562633	0.999608086202048
ENSG00000137770	14100.3949811727	0.00990750201494572	0.0875735082450445	0.113133551612697	0.909924675401179	0.999608086202048
ENSG00000139190	6725.67515411377	-0.00653827131685669	0.170374804652189	-0.0383758110842986	0.969388046730509	0.999608086202048
ENSG00000231192	0	NA	NA	NA	NA	NA
ENSG00000168078	2401.14167303436	0.393505849546044	0.438754591818776	0.896870042806477	0.369788267121964	0.999608086202048
ENSG00000166783	33594.4869000012	0.0644786068494161	0.0804430974608847	0.80154306440983	0.42281732366001	0.999608086202048
ENSG00000136504	13924.5659472451	-0.00439620359749408	0.0826488684120111	-0.0531913344001113	0.957579459989517	0.999608086202048
ENSG00000065833	37457.0449078173	0.394307765386477	0.220899118764587	1.7850128492667	0.0742592327097892	0.988680721220413
ENSG00000258873	0	0	0	0	1	NA
ENSG00000186564	1090.2783019307	-0.210853980046476	0.219836195718582	-0.959141325009079	0.337487554455476	0.999608086202048
ENSG00000108510	42421.7339010372	-0.0829088098749423	0.120866856780067	-0.685951567565005	0.492743650227487	0.999608086202048
ENSG00000153982	3303.10890384193	0.118649138130345	0.138941760298007	0.853948718339706	0.393133404059878	0.999608086202048
ENSG00000260007	120.742630207301	-1.18108245335185	2.0365082003228	-0.579954675932384	0.561945182932009	0.999608086202048
ENSG00000165280	407783.258325102	0.115265926386137	0.0791872224480845	1.45561269637543	0.145499716242872	0.999608086202048
ENSG00000087274	85699.2317520089	0.0168381041193014	0.0595010417690592	0.282988391777324	0.777185735474217	0.999608086202048
ENSG00000138385	73548.0593558867	-0.140676719080793	0.105518616321252	-1.33319336421644	0.18246835642672	0.999608086202048
ENSG00000263353	152.258893431069	1.37920560084741	2.04074119961575	0.675835623403447	0.499145014435088	0.999608086202048
ENSG00000183024	0	0	0	0	1	NA
ENSG00000187735	93508.0168498126	-0.043392273825688	0.070892747345168	-0.612083399933937	0.540482579876351	0.999608086202048
ENSG00000119471	493375.411888842	0.0487665412220918	0.123465085529532	0.394982443926848	0.692855844497985	0.999608086202048
ENSG00000162636	8237.6845725905	-0.200392685248606	0.214148126001431	-0.9357667003225	0.349393320011447	0.999608086202048
ENSG00000154832	49058.1221909479	-0.026176393076142	0.0843363622225884	-0.310380865219854	0.756271343471945	0.999608086202048
ENSG00000126216	25012.7154885531	0.0687080484918057	0.0849977520366084	0.808351360424371	0.418888343736546	0.999608086202048
ENSG00000171487	0	0	0	0	1	NA
ENSG00000125775	32235.9821882837	0.0548511346719569	0.352075374090386	0.155793726879277	0.876195615473789	0.999608086202048
ENSG00000141002	107017.369522978	-0.00662713217677478	0.071638384112676	-0.0925081191997761	0.926294340695664	0.999608086202048
ENSG00000106608	46347.8640403837	-0.12412793068164	0.116220570582267	-1.06803752605719	0.285503584759041	0.999608086202048
ENSG00000198160	42987.8616422191	0.0771731788213302	0.146639655229231	0.526277688669487	0.598695282613811	0.999608086202048
ENSG00000078902	252142.897554814	0.143147428560966	0.114216882742846	1.25329482930519	0.210098429512625	0.999608086202048
ENSG00000011304	196131.603851215	-0.0326673649816488	0.0900779630925069	-0.362656568378445	0.716861447390338	0.999608086202048
ENSG00000130881	105640.696415689	0.074836579667016	0.16079303267787	0.465421781159773	0.641629439186883	0.999608086202048
ENSG00000133393	96584.5724974954	0.000661347813844768	0.0633617646424219	0.0104376482816892	0.991672112798144	0.999608086202048
ENSG00000197498	60995.0033624406	-0.105140527274156	0.104564957274457	-1.00550442533236	0.314654019652431	0.999608086202048
ENSG00000146826	26519.6308379291	0.024611103685085	0.14448753521202	0.170333749890403	0.864747670494626	0.999608086202048
ENSG00000262246	7027.84382211445	0.0351191062974016	0.173896129414927	0.20195450246972	0.839952292996389	0.999608086202048
ENSG00000165678	1132234.48524015	0.0819521029402888	0.0769046542383322	1.06563255178697	0.286589778262429	0.999608086202048
ENSG00000176076	662.256635823939	-0.248298382073119	0.684860480386021	-0.362553234102756	0.716938650259227	0.999608086202048
ENSG00000090554	4014.11479170138	-0.207858751717064	0.175976061123836	-1.18117629403463	0.237532696555269	0.999608086202048
ENSG00000115942	15603.5607973469	0.0674581314807682	0.169899507074242	0.39704724658966	0.691332620289988	0.999608086202048
ENSG00000179178	4038.13180323149	-0.0118547686786024	0.246878181436235	-0.0480186973576859	0.961701341458164	0.999608086202048
ENSG00000144959	15582.1680362407	0.114504631588368	0.229161270175118	0.499668340557143	0.617308628392249	0.999608086202048
ENSG00000184831	70073.0870899875	0.0924380151477265	0.105307125481444	0.877794496100028	0.380055251869642	0.999608086202048
ENSG00000138678	67039.5569041428	-0.33054826479969	0.445249304733488	-0.742389176772652	0.45785157522164	0.999608086202048
ENSG00000187720	10625.5191906294	0.0640572039343586	0.184706228572924	0.346805868049372	0.728737168364803	0.999608086202048
ENSG00000092978	6694.92252998422	-0.101001746186681	0.127617486267171	-0.791441276121286	0.428686531479526	0.999608086202048
ENSG00000088992	19684.3100697053	-0.332152482314579	0.278447483113648	-1.1928729920644	0.23291911802523	0.999608086202048
ENSG00000197380	4658.89717421335	-0.159213669746015	0.19750166945675	-0.806138349027375	0.42016308172674	0.999608086202048
ENSG00000197057	417.55933929541	0.118756452675483	0.383668340607088	0.309528934515607	0.756919205523652	0.999608086202048
ENSG00000134755	10768.2604664203	0.00680737918190851	0.131015953154593	0.0519583990956897	0.958561841324314	0.999608086202048
ENSG00000180264	8.40529419843373	-1.89141762741332	2.62388361381675	-0.720846617377983	0.471003890006729	0.999608086202048
ENSG00000171124	2332.16869854039	-0.242459891286926	0.310469010437217	-0.780947157803232	0.434833574531311	0.999608086202048
ENSG00000087586	9161.26191868366	0.384775141469407	0.256304786732	1.50124055963005	0.133293352822604	0.999608086202048
ENSG00000144802	40400.3610708576	-0.608681177245845	0.220207330474173	-2.76412767883417	0.00570752013459517	0.552082273925654
ENSG00000105792	2732.15389822101	0.0778545416529896	0.199580209158002	0.390091492445297	0.696468893555316	0.999608086202048
ENSG00000131634	57310.1853774433	-0.0240049172368441	0.15270525612239	-0.157197714383876	0.875089029564956	0.999608086202048
ENSG00000115541	576870.986034574	-0.0859987189367181	0.115782822077049	-0.742758877301238	0.457627676492473	0.999608086202048
ENSG00000279195	0	NA	NA	NA	NA	NA
ENSG00000240303	9016.14414820642	0.111015147418755	0.198911647325811	0.558112855185979	0.576767322915936	0.999608086202048
ENSG00000169752	2537.20931594447	0.112033185508369	0.275355247452485	0.406867806387823	0.684105082104441	0.999608086202048
ENSG00000099992	16459.1270410945	-0.129551981404664	0.141031962694606	-0.918600145168504	0.358304756028051	0.999608086202048
ENSG00000177311	30535.1133647362	0.0814859846309188	0.124586449706382	0.654051743371454	0.513078469875458	0.999608086202048
ENSG00000131669	266865.725643798	0.0505401333987827	0.100549464035557	0.502639510648315	0.615217745133262	0.999608086202048
ENSG00000177045	15299.6194882061	0.0242000215575857	0.137465786981465	0.176043960384475	0.860259406329415	0.999608086202048
ENSG00000180104	36639.4084797692	0.00369979859386192	0.0575117152895427	0.0643312162615093	0.948706497944032	0.999608086202048
ENSG00000028277	4035.65741616428	0.0475274751903839	0.226910759534266	0.20945448020153	0.834093466743629	0.999608086202048
